# schema_version: 1.0.0
base_item,variant_id,namespace,model_path
diamond_pickaxe,54,,
diamond_pickaxe,55,,
diamond_pickaxe,56,,
diamond_pickaxe,57,,
diamond_pickaxe,58,,
diamond_pickaxe,59,,
diamond_pickaxe,60,,
diamond_pickaxe,61,,
diamond_pickaxe,62,,
diamond_pickaxe,63,,
diamond_pickaxe,64,,
diamond_pickaxe,65,,
diamond_pickaxe,66,,
diamond_pickaxe,67,,
diamond_pickaxe,68,,
diamond_pickaxe,69,,
diamond_pickaxe,70,,
diamond_pickaxe,71,,
diamond_pickaxe,72,,
diamond_pickaxe,73,,
diamond_pickaxe,74,,
diamond_pickaxe,75,,
diamond_pickaxe,76,,
diamond_pickaxe,77,,
diamond_pickaxe,78,,
diamond_pickaxe,79,,
diamond_pickaxe,80,,
diamond_pickaxe,81,,
diamond_pickaxe,82,,
diamond_pickaxe,83,,
diamond_pickaxe,84,,
diamond_pickaxe,85,,
diamond_pickaxe,86,,
diamond_pickaxe,87,,
diamond_pickaxe,88,,
diamond_pickaxe,89,,
diamond_pickaxe,90,,
diamond_pickaxe,91,,
diamond_pickaxe,92,,
diamond_pickaxe,93,,
diamond_pickaxe,94,,
diamond_pickaxe,95,,
diamond_pickaxe,96,,
diamond_pickaxe,97,,
diamond_pickaxe,98,,
diamond_pickaxe,99,,
diamond_pickaxe,100,,
diamond_pickaxe,101,,
diamond_pickaxe,102,,
diamond_pickaxe,103,,
diamond_pickaxe,104,,
diamond_pickaxe,105,,
diamond_pickaxe,106,,
diamond_pickaxe,107,,
diamond_pickaxe,108,,
diamond_pickaxe,109,,
diamond_pickaxe,110,,
diamond_pickaxe,111,,
diamond_pickaxe,112,,
diamond_pickaxe,113,,
diamond_pickaxe,114,,
diamond_pickaxe,115,,
diamond_pickaxe,116,toasaga,other/116
diamond_pickaxe,117,,
diamond_pickaxe,118,,
diamond_pickaxe,119,,
diamond_pickaxe,120,,
diamond_pickaxe,121,,
diamond_pickaxe,122,,
diamond_pickaxe,123,,
diamond_pickaxe,124,,
diamond_pickaxe,125,,
diamond_pickaxe,126,,
diamond_pickaxe,127,,
diamond_pickaxe,128,,
diamond_pickaxe,129,,
diamond_pickaxe,130,,
diamond_pickaxe,131,toasaga,other/131
diamond_pickaxe,132,,
diamond_pickaxe,133,,
diamond_pickaxe,134,,
diamond_pickaxe,135,,
diamond_pickaxe,136,,
diamond_pickaxe,137,,
diamond_pickaxe,138,,
diamond_pickaxe,139,,
diamond_pickaxe,140,,
diamond_pickaxe,141,,
diamond_pickaxe,142,,
diamond_pickaxe,143,,
diamond_pickaxe,144,,
diamond_pickaxe,145,,
diamond_pickaxe,146,,
diamond_pickaxe,147,,
diamond_pickaxe,148,,
diamond_pickaxe,149,,
diamond_pickaxe,150,,
diamond_pickaxe,151,,
diamond_pickaxe,152,,
diamond_pickaxe,153,,
diamond_pickaxe,154,,
diamond_pickaxe,155,,
diamond_pickaxe,156,,
diamond_pickaxe,157,,
diamond_pickaxe,158,,
diamond_pickaxe,159,,
diamond_pickaxe,160,,
diamond_pickaxe,161,,
diamond_pickaxe,162,,
diamond_pickaxe,163,,
diamond_pickaxe,164,,
diamond_pickaxe,165,,
diamond_pickaxe,166,,
diamond_pickaxe,167,,
diamond_pickaxe,168,,
diamond_pickaxe,169,,
diamond_pickaxe,170,,
diamond_pickaxe,171,,
diamond_pickaxe,172,,
diamond_pickaxe,173,,
diamond_pickaxe,174,,
diamond_pickaxe,175,,
diamond_pickaxe,176,,
diamond_pickaxe,177,,
diamond_pickaxe,178,,
diamond_pickaxe,179,,
diamond_pickaxe,180,,
diamond_pickaxe,181,,
diamond_pickaxe,182,,
diamond_pickaxe,183,,
diamond_pickaxe,184,,
diamond_pickaxe,185,,
diamond_pickaxe,186,,
diamond_pickaxe,187,,
diamond_pickaxe,188,,
diamond_pickaxe,189,,
diamond_pickaxe,190,,
diamond_pickaxe,191,,
diamond_pickaxe,192,,
diamond_pickaxe,193,,
diamond_pickaxe,194,,
diamond_pickaxe,195,,
diamond_pickaxe,196,,
diamond_pickaxe,197,,
diamond_pickaxe,198,,
diamond_pickaxe,199,,
diamond_pickaxe,200,,
diamond_pickaxe,201,,
diamond_pickaxe,202,,
diamond_pickaxe,203,,
diamond_pickaxe,204,,
diamond_pickaxe,205,,
diamond_pickaxe,206,,
diamond_pickaxe,207,,
diamond_pickaxe,208,,
diamond_pickaxe,209,,
diamond_pickaxe,210,,
diamond_pickaxe,211,,
diamond_pickaxe,212,,
diamond_pickaxe,213,,
diamond_pickaxe,214,,
diamond_pickaxe,215,,
diamond_pickaxe,216,,
diamond_pickaxe,217,,
diamond_pickaxe,218,,
diamond_pickaxe,219,,
diamond_pickaxe,220,,
diamond_pickaxe,221,,
diamond_pickaxe,222,,
diamond_pickaxe,223,,
diamond_pickaxe,224,,
diamond_pickaxe,225,,
diamond_pickaxe,226,,
diamond_pickaxe,227,,
diamond_pickaxe,228,,
diamond_pickaxe,229,,
diamond_pickaxe,230,,
diamond_pickaxe,231,,
diamond_pickaxe,232,,
diamond_pickaxe,233,,
diamond_pickaxe,234,,
diamond_pickaxe,235,,
diamond_pickaxe,236,,
diamond_pickaxe,237,,
diamond_pickaxe,238,,
diamond_pickaxe,239,,
diamond_pickaxe,240,,
diamond_pickaxe,241,,
diamond_pickaxe,242,,
diamond_pickaxe,243,,
diamond_pickaxe,244,,
diamond_pickaxe,245,,
diamond_pickaxe,246,,
diamond_pickaxe,247,,
diamond_pickaxe,248,,
diamond_pickaxe,249,,
diamond_pickaxe,250,,
diamond_pickaxe,251,,
diamond_pickaxe,252,,
diamond_pickaxe,253,,
diamond_pickaxe,254,,
diamond_pickaxe,255,,
diamond_pickaxe,256,,
diamond_pickaxe,257,,
diamond_pickaxe,258,,
diamond_pickaxe,259,,
diamond_pickaxe,260,,
diamond_pickaxe,261,,
diamond_pickaxe,262,,
diamond_pickaxe,263,,
diamond_pickaxe,264,,
diamond_pickaxe,265,,
diamond_pickaxe,266,,
diamond_pickaxe,267,,
diamond_pickaxe,268,,
diamond_pickaxe,269,,
diamond_pickaxe,270,,
diamond_pickaxe,271,,
diamond_pickaxe,272,,
diamond_pickaxe,273,,
diamond_pickaxe,274,,
diamond_pickaxe,275,,
diamond_pickaxe,276,,
diamond_pickaxe,277,,
diamond_pickaxe,278,,
diamond_pickaxe,279,,
diamond_pickaxe,280,,
diamond_pickaxe,281,,
diamond_pickaxe,282,,
diamond_pickaxe,283,,
diamond_pickaxe,284,,
diamond_pickaxe,285,,
diamond_pickaxe,286,,
diamond_pickaxe,287,,
diamond_pickaxe,288,,
diamond_pickaxe,289,,
diamond_pickaxe,290,,
diamond_pickaxe,291,,
diamond_pickaxe,292,,
diamond_pickaxe,293,,
diamond_pickaxe,294,,
diamond_pickaxe,295,,
diamond_pickaxe,296,,
diamond_pickaxe,297,,
diamond_pickaxe,298,,
diamond_pickaxe,299,,
diamond_pickaxe,300,,
diamond_pickaxe,301,,
diamond_pickaxe,302,,
diamond_pickaxe,303,,
diamond_pickaxe,304,,
diamond_pickaxe,305,,
diamond_pickaxe,306,,
diamond_pickaxe,307,,
diamond_pickaxe,308,,
diamond_pickaxe,309,,
diamond_pickaxe,310,,
diamond_pickaxe,311,,
diamond_pickaxe,312,,
diamond_pickaxe,313,,
diamond_pickaxe,314,,
diamond_pickaxe,315,,
diamond_pickaxe,316,,
diamond_pickaxe,317,,
diamond_pickaxe,318,,
diamond_pickaxe,319,,
diamond_pickaxe,320,,
diamond_pickaxe,321,,
diamond_pickaxe,322,,
diamond_pickaxe,323,,
diamond_pickaxe,324,,
diamond_pickaxe,325,,
diamond_pickaxe,326,,
diamond_pickaxe,327,,
diamond_pickaxe,328,,
diamond_pickaxe,329,,
diamond_pickaxe,330,,
diamond_pickaxe,331,,
diamond_pickaxe,332,,
diamond_pickaxe,333,,
diamond_pickaxe,334,,
diamond_pickaxe,335,,
diamond_pickaxe,336,,
diamond_pickaxe,337,,
diamond_pickaxe,338,,
diamond_pickaxe,339,,
diamond_pickaxe,340,,
diamond_pickaxe,341,,
diamond_pickaxe,342,,
diamond_pickaxe,343,,
diamond_pickaxe,344,,
diamond_pickaxe,345,,
diamond_pickaxe,346,,
diamond_pickaxe,347,,
diamond_pickaxe,348,,
diamond_pickaxe,349,,
diamond_pickaxe,350,,
diamond_pickaxe,351,,
diamond_pickaxe,352,,
diamond_pickaxe,353,,
diamond_pickaxe,354,,
diamond_pickaxe,355,,
diamond_pickaxe,356,,
diamond_pickaxe,357,,
diamond_pickaxe,358,,
diamond_pickaxe,359,,
diamond_pickaxe,360,,
diamond_pickaxe,361,,
diamond_pickaxe,362,,
diamond_pickaxe,363,,
diamond_pickaxe,364,,
diamond_pickaxe,365,,
diamond_pickaxe,366,,
diamond_pickaxe,367,,
diamond_pickaxe,368,,
diamond_pickaxe,369,,
diamond_pickaxe,370,,
diamond_pickaxe,371,,
diamond_pickaxe,372,,
diamond_pickaxe,373,,
diamond_pickaxe,374,,
diamond_pickaxe,375,,
diamond_pickaxe,376,,
diamond_pickaxe,377,,
diamond_pickaxe,378,,
diamond_pickaxe,379,,
diamond_pickaxe,380,,
diamond_pickaxe,381,,
diamond_pickaxe,382,,
diamond_pickaxe,383,,
diamond_pickaxe,384,,
diamond_pickaxe,385,,
diamond_pickaxe,386,,
diamond_pickaxe,387,,
diamond_pickaxe,388,,
diamond_pickaxe,389,,
diamond_pickaxe,390,,
diamond_pickaxe,391,,
diamond_pickaxe,392,,
diamond_pickaxe,393,,
diamond_pickaxe,394,,
diamond_pickaxe,395,,
diamond_pickaxe,396,,
diamond_pickaxe,397,,
diamond_pickaxe,398,,
diamond_pickaxe,399,,
diamond_pickaxe,400,,
diamond_pickaxe,401,,
diamond_pickaxe,402,,
diamond_pickaxe,403,,
diamond_pickaxe,404,,
diamond_pickaxe,405,,
diamond_pickaxe,406,,
diamond_pickaxe,407,,
diamond_pickaxe,408,,
diamond_pickaxe,409,,
diamond_pickaxe,410,,
diamond_pickaxe,411,,
diamond_pickaxe,412,,
diamond_pickaxe,413,,
diamond_pickaxe,414,,
diamond_pickaxe,415,,
diamond_pickaxe,416,,
diamond_pickaxe,417,,
diamond_pickaxe,418,,
diamond_pickaxe,419,,
diamond_pickaxe,420,,
diamond_pickaxe,421,,
diamond_pickaxe,422,,
diamond_pickaxe,423,,
diamond_pickaxe,424,,
diamond_pickaxe,425,,
diamond_pickaxe,426,,
diamond_pickaxe,427,,
diamond_pickaxe,428,,
diamond_pickaxe,429,,
diamond_pickaxe,430,,
diamond_pickaxe,431,,
diamond_pickaxe,432,,
diamond_pickaxe,433,,
diamond_pickaxe,434,,
diamond_pickaxe,435,,
diamond_pickaxe,436,,
diamond_pickaxe,437,,
diamond_pickaxe,438,,
diamond_pickaxe,439,,
diamond_pickaxe,440,,
diamond_pickaxe,441,,
diamond_pickaxe,442,,
diamond_pickaxe,443,,
diamond_pickaxe,444,,
diamond_pickaxe,445,,
diamond_pickaxe,446,,
diamond_pickaxe,447,,
diamond_pickaxe,448,,
diamond_pickaxe,449,,
diamond_pickaxe,450,,
diamond_pickaxe,451,,
diamond_pickaxe,452,,
diamond_pickaxe,453,,
diamond_pickaxe,454,,
diamond_pickaxe,455,,
diamond_pickaxe,456,,
diamond_pickaxe,457,,
diamond_pickaxe,458,,
diamond_pickaxe,459,,
diamond_pickaxe,460,,
diamond_pickaxe,461,,
diamond_pickaxe,462,,
diamond_pickaxe,463,,
diamond_pickaxe,464,,
diamond_pickaxe,465,,
diamond_pickaxe,466,,
diamond_pickaxe,467,,
diamond_pickaxe,468,,
diamond_pickaxe,469,,
diamond_pickaxe,470,,
diamond_pickaxe,471,,
diamond_pickaxe,472,,
diamond_pickaxe,473,,
diamond_pickaxe,474,,
diamond_pickaxe,475,,
diamond_pickaxe,476,,
diamond_pickaxe,477,,
diamond_pickaxe,478,,
diamond_pickaxe,479,,
diamond_pickaxe,480,,
diamond_pickaxe,481,,
diamond_pickaxe,482,,
diamond_pickaxe,483,,
diamond_pickaxe,484,,
diamond_pickaxe,485,,
diamond_pickaxe,486,,
diamond_pickaxe,487,,
diamond_pickaxe,488,,
diamond_pickaxe,489,,
diamond_pickaxe,490,,
diamond_pickaxe,491,,
diamond_pickaxe,492,,
diamond_pickaxe,493,,
diamond_pickaxe,494,,
diamond_pickaxe,495,,
diamond_pickaxe,496,,
diamond_pickaxe,497,,
diamond_pickaxe,498,,
diamond_pickaxe,499,,
diamond_pickaxe,500,,
diamond_pickaxe,501,other,custom/501
diamond_pickaxe,502,other,custom/502
diamond_pickaxe,503,,
diamond_pickaxe,504,,
diamond_pickaxe,505,,
diamond_pickaxe,506,,
diamond_pickaxe,507,,
diamond_pickaxe,508,,
diamond_pickaxe,509,,
diamond_pickaxe,510,,
diamond_pickaxe,511,,
diamond_pickaxe,512,,
diamond_pickaxe,513,,
diamond_pickaxe,514,,
diamond_pickaxe,515,,
diamond_pickaxe,516,,
diamond_pickaxe,517,,
diamond_pickaxe,518,,
diamond_pickaxe,519,,
diamond_pickaxe,520,,
diamond_pickaxe,521,,
diamond_pickaxe,522,,
diamond_pickaxe,523,,
diamond_pickaxe,524,,
diamond_pickaxe,525,,
diamond_pickaxe,526,,
diamond_pickaxe,527,,
diamond_pickaxe,528,,
diamond_pickaxe,529,,
diamond_pickaxe,530,,
diamond_pickaxe,531,,
diamond_pickaxe,532,,
diamond_pickaxe,533,,
diamond_pickaxe,534,,
diamond_pickaxe,535,,
diamond_pickaxe,536,,
diamond_pickaxe,537,,
diamond_pickaxe,538,,
diamond_pickaxe,539,,
diamond_pickaxe,540,,
diamond_pickaxe,541,,
diamond_pickaxe,542,,
diamond_pickaxe,543,,
diamond_pickaxe,544,,
diamond_pickaxe,545,,
diamond_pickaxe,546,,
diamond_pickaxe,547,,
diamond_pickaxe,548,,
diamond_pickaxe,549,,
diamond_pickaxe,550,,
diamond_pickaxe,551,,
diamond_pickaxe,552,,
diamond_pickaxe,553,,
diamond_pickaxe,554,,
diamond_pickaxe,555,,
diamond_pickaxe,556,,
diamond_pickaxe,557,,
diamond_pickaxe,558,,
diamond_pickaxe,559,,
diamond_pickaxe,560,,
diamond_pickaxe,561,,
diamond_pickaxe,562,,
diamond_pickaxe,563,,
diamond_pickaxe,564,,
diamond_pickaxe,565,,
diamond_pickaxe,566,,
diamond_pickaxe,567,,
diamond_pickaxe,568,,
diamond_pickaxe,569,,
diamond_pickaxe,570,,
diamond_pickaxe,571,,
diamond_pickaxe,572,,
diamond_pickaxe,573,,
diamond_pickaxe,574,,
diamond_pickaxe,575,,
diamond_pickaxe,576,,
diamond_pickaxe,577,,
diamond_pickaxe,578,,
diamond_pickaxe,579,,
diamond_pickaxe,580,,
diamond_pickaxe,581,,
diamond_pickaxe,582,,
diamond_pickaxe,583,,
diamond_pickaxe,584,,
diamond_pickaxe,585,,
diamond_pickaxe,586,,
diamond_pickaxe,587,,
diamond_pickaxe,588,,
diamond_pickaxe,589,,
diamond_pickaxe,590,,
diamond_pickaxe,591,,
diamond_pickaxe,592,,
diamond_pickaxe,593,,
diamond_pickaxe,594,,
diamond_pickaxe,595,,
diamond_pickaxe,596,,
diamond_pickaxe,597,,
diamond_pickaxe,598,,
diamond_pickaxe,599,,
diamond_pickaxe,600,,
diamond_pickaxe,601,,
diamond_pickaxe,602,,
diamond_pickaxe,603,,
diamond_pickaxe,604,,
diamond_pickaxe,605,,
diamond_pickaxe,606,,
diamond_pickaxe,607,,
diamond_pickaxe,608,,
diamond_pickaxe,609,,
diamond_pickaxe,610,,
diamond_pickaxe,611,,
diamond_pickaxe,612,,
diamond_pickaxe,613,,
diamond_pickaxe,614,,
diamond_pickaxe,615,,
diamond_pickaxe,616,,
diamond_pickaxe,617,,
diamond_pickaxe,618,,
diamond_pickaxe,619,,
diamond_pickaxe,620,,
diamond_pickaxe,621,,
diamond_pickaxe,622,,
diamond_pickaxe,623,,
diamond_pickaxe,624,,
diamond_pickaxe,625,,
diamond_pickaxe,626,,
diamond_pickaxe,627,,
diamond_pickaxe,628,,
diamond_pickaxe,629,,
diamond_pickaxe,630,,
diamond_pickaxe,631,,
diamond_pickaxe,632,,
diamond_pickaxe,633,,
diamond_pickaxe,634,,
diamond_pickaxe,635,,
diamond_pickaxe,636,,
diamond_pickaxe,637,,
diamond_pickaxe,638,,
diamond_pickaxe,639,,
diamond_pickaxe,640,,
diamond_pickaxe,641,,
diamond_pickaxe,642,,
diamond_pickaxe,643,,
diamond_pickaxe,644,,
diamond_pickaxe,645,,
diamond_pickaxe,646,,
diamond_pickaxe,647,,
diamond_pickaxe,648,,
diamond_pickaxe,649,,
diamond_pickaxe,650,,
diamond_pickaxe,651,,
diamond_pickaxe,652,,
diamond_pickaxe,653,,
diamond_pickaxe,654,,
diamond_pickaxe,655,,
diamond_pickaxe,656,,
diamond_pickaxe,657,,
diamond_pickaxe,658,,
diamond_pickaxe,659,,
diamond_pickaxe,660,,
diamond_pickaxe,661,,
diamond_pickaxe,662,,
diamond_pickaxe,663,,
diamond_pickaxe,664,,
diamond_pickaxe,665,,
diamond_pickaxe,666,,
diamond_pickaxe,667,,
diamond_pickaxe,668,,
diamond_pickaxe,669,,
diamond_pickaxe,670,,
diamond_pickaxe,671,,
diamond_pickaxe,672,,
diamond_pickaxe,673,,
diamond_pickaxe,674,,
diamond_pickaxe,675,,
diamond_pickaxe,676,,
diamond_pickaxe,677,,
diamond_pickaxe,678,,
diamond_pickaxe,679,,
diamond_pickaxe,680,,
diamond_pickaxe,681,,
diamond_pickaxe,682,,
diamond_pickaxe,683,,
diamond_pickaxe,684,,
diamond_pickaxe,685,,
diamond_pickaxe,686,,
diamond_pickaxe,687,,
diamond_pickaxe,688,,
diamond_pickaxe,689,,
diamond_pickaxe,690,,
diamond_pickaxe,691,,
diamond_pickaxe,692,,
diamond_pickaxe,693,,
diamond_pickaxe,694,,
diamond_pickaxe,695,,
diamond_pickaxe,696,,
diamond_pickaxe,697,,
diamond_pickaxe,698,,
diamond_pickaxe,699,,
diamond_pickaxe,700,,
diamond_pickaxe,701,,
diamond_pickaxe,702,,
diamond_pickaxe,703,,
diamond_pickaxe,704,,
diamond_pickaxe,705,,
diamond_pickaxe,706,,
diamond_pickaxe,707,,
diamond_pickaxe,708,,
diamond_pickaxe,709,,
diamond_pickaxe,710,,
diamond_pickaxe,711,,
diamond_pickaxe,712,,
diamond_pickaxe,713,,
diamond_pickaxe,714,,
diamond_pickaxe,715,,
diamond_pickaxe,716,,
diamond_pickaxe,717,,
diamond_pickaxe,718,,
diamond_pickaxe,719,,
diamond_pickaxe,720,,
diamond_pickaxe,721,,
diamond_pickaxe,722,,
diamond_pickaxe,723,,
diamond_pickaxe,724,,
diamond_pickaxe,725,,
diamond_pickaxe,726,,
diamond_pickaxe,727,,
diamond_pickaxe,728,,
diamond_pickaxe,729,,
diamond_pickaxe,730,,
diamond_pickaxe,731,,
diamond_pickaxe,732,,
diamond_pickaxe,733,,
diamond_pickaxe,734,,
diamond_pickaxe,735,,
diamond_pickaxe,736,,
diamond_pickaxe,737,,
diamond_pickaxe,738,,
diamond_pickaxe,739,,
diamond_pickaxe,740,,
diamond_pickaxe,741,,
diamond_pickaxe,742,,
diamond_pickaxe,743,,
diamond_pickaxe,744,,
diamond_pickaxe,745,,
diamond_pickaxe,746,,
diamond_pickaxe,747,,
diamond_pickaxe,748,,
diamond_pickaxe,749,,
diamond_pickaxe,750,,
diamond_pickaxe,751,,
diamond_pickaxe,752,,
diamond_pickaxe,753,,
diamond_pickaxe,754,,
diamond_pickaxe,755,,
diamond_pickaxe,756,,
diamond_pickaxe,757,,
diamond_pickaxe,758,,
diamond_pickaxe,759,,
diamond_pickaxe,760,,
diamond_pickaxe,761,,
diamond_pickaxe,762,,
diamond_pickaxe,763,,
diamond_pickaxe,764,,
diamond_pickaxe,765,,
diamond_pickaxe,766,,
diamond_pickaxe,767,,
diamond_pickaxe,768,,
diamond_pickaxe,769,,
diamond_pickaxe,770,,
diamond_pickaxe,771,,
diamond_pickaxe,772,,
diamond_pickaxe,773,,
diamond_pickaxe,774,,
diamond_pickaxe,775,,
diamond_pickaxe,776,,
diamond_pickaxe,777,,
diamond_pickaxe,778,,
diamond_pickaxe,779,,
diamond_pickaxe,780,,
diamond_pickaxe,781,,
diamond_pickaxe,782,,
diamond_pickaxe,783,,
diamond_pickaxe,784,,
diamond_pickaxe,785,,
diamond_pickaxe,786,,
diamond_pickaxe,787,,
diamond_pickaxe,788,,
diamond_pickaxe,789,,
diamond_pickaxe,790,,
diamond_pickaxe,791,,
diamond_pickaxe,792,,
diamond_pickaxe,793,,
diamond_pickaxe,794,,
diamond_pickaxe,795,,
diamond_pickaxe,796,,
diamond_pickaxe,797,,
diamond_pickaxe,798,,
diamond_pickaxe,799,,
diamond_pickaxe,800,,
diamond_pickaxe,801,,
diamond_pickaxe,802,,
diamond_pickaxe,803,,
diamond_pickaxe,804,,
diamond_pickaxe,805,,
diamond_pickaxe,806,,
diamond_pickaxe,807,,
diamond_pickaxe,808,,
diamond_pickaxe,809,,
diamond_pickaxe,810,,
diamond_pickaxe,811,,
diamond_pickaxe,812,,
diamond_pickaxe,813,,
diamond_pickaxe,814,,
diamond_pickaxe,815,,
diamond_pickaxe,816,,
diamond_pickaxe,817,,
diamond_pickaxe,818,,
diamond_pickaxe,819,,
diamond_pickaxe,820,,
diamond_pickaxe,821,,
diamond_pickaxe,822,,
diamond_pickaxe,823,,
diamond_pickaxe,824,,
diamond_pickaxe,825,,
diamond_pickaxe,826,,
diamond_pickaxe,827,,
diamond_pickaxe,828,,
diamond_pickaxe,829,,
diamond_pickaxe,830,,
diamond_pickaxe,831,,
diamond_pickaxe,832,,
diamond_pickaxe,833,,
diamond_pickaxe,834,,
diamond_pickaxe,835,,
diamond_pickaxe,836,,
diamond_pickaxe,837,,
diamond_pickaxe,838,,
diamond_pickaxe,839,,
diamond_pickaxe,840,,
diamond_pickaxe,841,,
diamond_pickaxe,842,,
diamond_pickaxe,843,,
diamond_pickaxe,844,,
diamond_pickaxe,845,,
diamond_pickaxe,846,,
diamond_pickaxe,847,,
diamond_pickaxe,848,,
diamond_pickaxe,849,,
diamond_pickaxe,850,,
diamond_pickaxe,851,,
diamond_pickaxe,852,,
diamond_pickaxe,853,,
diamond_pickaxe,854,,
diamond_pickaxe,855,,
diamond_pickaxe,856,,
diamond_pickaxe,857,,
diamond_pickaxe,858,,
diamond_pickaxe,859,,
diamond_pickaxe,860,,
diamond_pickaxe,861,,
diamond_pickaxe,862,,
diamond_pickaxe,863,,
diamond_pickaxe,864,,
diamond_pickaxe,865,,
diamond_pickaxe,866,,
diamond_pickaxe,867,,
diamond_pickaxe,868,,
diamond_pickaxe,869,,
diamond_pickaxe,870,,
diamond_pickaxe,871,,
diamond_pickaxe,872,,
diamond_pickaxe,873,,
diamond_pickaxe,874,,
diamond_pickaxe,875,,
diamond_pickaxe,876,,
diamond_pickaxe,877,,
diamond_pickaxe,878,,
diamond_pickaxe,879,,
diamond_pickaxe,880,,
diamond_pickaxe,881,,
diamond_pickaxe,882,,
diamond_pickaxe,883,,
diamond_pickaxe,884,,
diamond_pickaxe,885,,
diamond_pickaxe,886,,
diamond_pickaxe,887,,
diamond_pickaxe,888,,
diamond_pickaxe,889,,
diamond_pickaxe,890,,
diamond_pickaxe,891,,
diamond_pickaxe,892,,
diamond_pickaxe,893,,
diamond_pickaxe,894,,
diamond_pickaxe,895,,
diamond_pickaxe,896,,
diamond_pickaxe,897,,
diamond_pickaxe,898,,
diamond_pickaxe,899,,
diamond_pickaxe,900,,
diamond_pickaxe,901,,
diamond_pickaxe,902,,
diamond_pickaxe,903,,
diamond_pickaxe,904,,
diamond_pickaxe,905,,
diamond_pickaxe,906,,
diamond_pickaxe,907,,
diamond_pickaxe,908,,
diamond_pickaxe,909,,
diamond_pickaxe,910,,
diamond_pickaxe,911,,
diamond_pickaxe,912,,
diamond_pickaxe,913,,
diamond_pickaxe,914,,
diamond_pickaxe,915,,
diamond_pickaxe,916,,
diamond_pickaxe,917,,
diamond_pickaxe,918,,
diamond_pickaxe,919,,
diamond_pickaxe,920,,
diamond_pickaxe,921,,
diamond_pickaxe,922,,
diamond_pickaxe,923,,
diamond_pickaxe,924,,
diamond_pickaxe,925,,
diamond_pickaxe,926,,
diamond_pickaxe,927,,
diamond_pickaxe,928,,
diamond_pickaxe,929,,
diamond_pickaxe,930,,
diamond_pickaxe,931,,
diamond_pickaxe,932,,
diamond_pickaxe,933,,
diamond_pickaxe,934,,
diamond_pickaxe,935,,
diamond_pickaxe,936,,
diamond_pickaxe,937,,
diamond_pickaxe,938,,
diamond_pickaxe,939,,
diamond_pickaxe,940,,
diamond_pickaxe,941,,
diamond_pickaxe,942,,
diamond_pickaxe,943,,
diamond_pickaxe,944,,
diamond_pickaxe,945,,
diamond_pickaxe,946,,
diamond_pickaxe,947,,
diamond_pickaxe,948,,
diamond_pickaxe,949,,
diamond_pickaxe,950,,
diamond_pickaxe,951,,
diamond_pickaxe,952,,
diamond_pickaxe,953,,
diamond_pickaxe,954,,
diamond_pickaxe,955,,
diamond_pickaxe,956,,
diamond_pickaxe,957,,
diamond_pickaxe,958,,
diamond_pickaxe,959,,
diamond_pickaxe,960,,
diamond_pickaxe,961,,
diamond_pickaxe,962,,
diamond_pickaxe,963,,
diamond_pickaxe,964,,
diamond_pickaxe,965,,
diamond_pickaxe,966,,
